,gene,gi,operon_id,organism_id
46732,rffT,254290487,590968,3264
46733,wecF,254290488,590968,3264
46734,wecG,254290489,590968,3264
46742,hemY,254290493,590969,3264
46743,hemX,254290494,590969,3264
46744,hemD,254290495,590969,3264
46745,hemC,254290496,590969,3264
46749,yifL,254290500,590970,3264
46750,dapF,254290501,590970,3264
46751,yigA,254290502,590970,3264
46752,xerC,254290503,590970,3264
46753,yigB,254290504,590970,3264
46763,rarD,254290514,590973,3264
46764,yigI,254290515,590973,3264
46766,recQ,254290517,590974,3264
46767,rhtC,254290518,590974,3264
46769,pldB,254290520,590975,3264
46770,yigL,254290521,590975,3264
46771,yigM,254290522,590975,3264
46791,ubiE,254290542,590979,3264
46792,yigP,254290543,590979,3264
46793,ubiB,254290544,590979,3264
46794,tatA,254290545,590980,3264
46795,tatB,254290546,590980,3264
46796,tatC,254290547,590980,3264
46797,tatD,254290548,590980,3264
46799,ubiD,254290550,590981,3264
46800,fre,254290551,590981,3264
46801,fadA,254290552,590982,3264
46802,fadB,254290553,590982,3264
46803,pepQ,254290554,590983,3264
46804,yigZ,254290555,590983,3264
46805,trkH,254290556,590983,3264
46806,hemG,254290557,590983,3264
46812,mobB,254290558,590984,3264
46813,mobA,254290559,590984,3264
46814,yihD,254290560,590985,3264
46815,yihE,254290561,590985,3264
46816,dsbA,254290562,590985,3264
46823,glnG,254290569,590986,3264
46824,glnL,254290570,590986,3264
46827,yihL,254290573,590987,3264
46828,yihM,254290574,590987,3264
46830,yshA,254290576,590988,3264
46831,yihO,254290577,590988,3264
46832,yihP,254290578,590988,3264
46833,yihQ,254290579,590988,3264
46835,yihS,254290581,590989,3264
46836,yihT,254290582,590989,3264
46837,yihU,254290583,590989,3264
46840,yihX,254290586,590990,3264
46841,rbn,254290587,590990,3264
46842,dtd,254290588,590990,3264
46843,yiiD,254290589,590990,3264
46846,fdhE,254290592,590991,3264
46847,fdoI,254290593,590991,3264
46848,fdoH,254290594,590991,3264
46849,fdoG,254290595,590991,3264
46852,frvR,254290598,590992,3264
46853,frvX,254290599,590992,3264
46854,frvB,254290600,590992,3264
46855,frvA,254290601,590992,3264
46857,yiiL,254290603,590993,3264
46858,rhaD,254290604,590993,3264
46859,rhaA,254290605,590994,3264
46860,rhaB,254290606,590994,3264
46861,rhaS,254290607,590995,3264
46862,rhaR,254290608,590995,3264
46867,cpxA,254290613,590996,3264
46868,cpxR,254290614,590996,3264
46877,yiiS,254290623,590997,3264
46878,yiiT,254290624,590997,3264
46881,glpK,254290627,590998,3264
46882,glpF,254290628,590998,3264
46886,hslU,254290632,590999,3264
46887,hslV,254290633,590999,3264
46888,ftsN,254290634,590999,3264
46895,metB,254290641,591001,3264
46896,metL,254290642,591001,3264
46898,katG,254290644,591002,3264
46899,yijE,254290645,591002,3264
46901,gldA,254290647,591003,3264
46902,talC,254290648,591003,3264
46903,ptsA,254290649,591003,3264
46904,frwC,254290650,591004,3264
46905,frwB,254290651,591004,3264
46906,pflD,254290652,591004,3264
46907,pflC,254290653,591004,3264
46908,frwD,254290654,591004,3264
46913,argC,254290659,591005,3264
46914,argB,254290660,591005,3264
46915,argH,254290661,591005,3264
46918,yijC,254290664,591006,3264
46919,yijD,254290665,591006,3264
46926,murB,254290668,591007,3264
46927,birA,254290669,591007,3264
46934,secE,254290672,591008,3264
46935,nusG,254290673,591008,3264
46936,rplK,254290674,591009,3264
46937,rplA,254290675,591009,3264
46940,rpoB,254290678,591010,3264
46941,rpoC,254290679,591010,3264
46943,thiH,254290681,591011,3264
46944,thiG,254290682,591011,3264
46945,thiS,254290683,591011,3264
46946,thiF,254290684,591011,3264
46947,thiE,254290685,591011,3264
46948,thiC,254290686,591011,3264
46950,nudC,254290688,591012,3264
46951,hemE,254290689,591012,3264
46952,nfi,254290690,591012,3264
46953,yjaG,254290691,591012,3264
46954,hupA,254290692,591013,3264
46955,yjaH,254290693,591013,3264
46957,zraS,254290695,591014,3264
46958,zraR,254290696,591014,3264
46959,purD,254290697,591015,3264
46960,purH,254290698,591015,3264
46967,aceB,254290701,591016,3264
46968,aceA,254290702,591016,3264
46978,yjbE,254290712,591017,3264
46979,yjbF,254290713,591017,3264
46980,yjbG,254290714,591017,3264
46981,yjbH,254290715,591017,3264
46984,malG,254290718,591018,3264
46985,malF,254290719,591018,3264
46987,malK,254290721,591019,3264
46988,lamB,254290722,591019,3264
46991,ubiC,254290725,591020,3264
46992,ubiA,254290726,591020,3264
46995,lexA,254290729,591021,3264
46996,dinF,254290730,591021,3264
46999,yjbL,254290733,591022,3264
47000,yjbM,254290734,591022,3264
47004,dnaB,254290738,591023,3264
47005,alr,254290739,591023,3264
47008,yjbQ,254290742,591024,3264
47009,yjbR,254290743,591024,3264
47018,actP,254290752,591025,3264
47019,yjcH,254290753,591025,3264
47021,nrfA,254290755,591026,3264
47022,nrfB,254290756,591026,3264
47023,nrfC,254290757,591026,3264
47024,nrfD,254290758,591026,3264
47025,nrfE,254290759,591026,3264
47026,nrfF,254290760,591026,3264
47027,nrfG,254290761,591026,3264
47031,yjcP,254290765,591027,3264
47032,yjcQ,254290766,591027,3264
47033,yjcR,254290767,591027,3264
47035,alsK,254290769,591028,3264
47036,alsE,254290770,591028,3264
47037,alsC,254290771,591028,3264
47038,alsA,254290772,591028,3264
47039,alsB,254290773,591029,3264
47040,rpiR,254290774,591029,3264
47043,phnP,254290777,591030,3264
47044,phnO,254290778,591030,3264
47045,phnN,254290779,591030,3264
47046,phnM,254290780,591030,3264
47047,phnL,254290781,591030,3264
47048,phnK,254290782,591030,3264
47049,phnJ,254290783,591030,3264
47050,phnI,254290784,591030,3264
47051,phnH,254290785,591030,3264
47052,phnG,254290786,591030,3264
47053,phnF,254290787,591030,3264
47054,phnE,254290788,591030,3264
47055,phnD,254290789,591030,3264
47056,phnC,254290790,591030,3264
47059,yjdA,254290793,591031,3264
47060,yjcZ,254290794,591031,3264
47062,basS,254290796,591032,3264
47063,basR,254290797,591032,3264
47064,yjdB,254290798,591032,3264
47072,fumB,254290806,591033,3264
47073,dcuB,254290807,591033,3264
47075,yjdI,254290809,591034,3264
47076,yjdJ,254290810,591034,3264
47079,yjdL,254290813,591035,3264
47080,cadA,254290814,591035,3264
47084,yjdC,254290817,591036,3264
47085,dsbD,254290818,591036,3264
47086,cutA,254290819,591036,3264
47091,groES,254290824,591037,3264
47092,groEL,254290825,591037,3264
47100,blc,254290833,591038,3264
47101,ampC,254290834,591038,3264
47102,frdD,254290835,591038,3264
47103,frdC,254290836,591038,3264
47104,frdB,254290837,591038,3264
47105,frdA,254290838,591038,3264
47108,yjeP,254290841,591039,3264
47109,psd,254290842,591039,3264
47116,yjeF,254290846,591040,3264
47117,yjeE,254290847,591040,3264
47118,amiB,254290848,591040,3264
47119,mutL,254290849,591040,3264
47120,miaA,254290850,591040,3264
47122,hflX,254290852,591041,3264
47123,hflK,254290853,591041,3264
47124,hflC,254290854,591041,3264
47127,yjeB,254290857,591042,3264
47128,rnr,254290858,591042,3264
47130,yjfI,254290860,591043,3264
47131,yjfJ,254290861,591043,3264
47132,yjfK,254290862,591043,3264
47133,yjfL,254290863,591043,3264
47134,yjfM,254290864,591043,3264
47135,yjfC,254290865,591043,3264
47136,aidB,254290866,591043,3264
47142,ulaA,254290872,591044,3264
47143,sgaB,254290873,591044,3264
47144,ptxA,254290874,591044,3264
47145,sgaH,254290875,591044,3264
47146,sgaU,254290876,591044,3264
47147,sgaE,254290877,591044,3264
47149,rpsF,254290879,591045,3264
47150,priB,254290880,591045,3264
47151,rpsR,254290881,591045,3264
47152,rplI,254290882,591045,3264
47173,ytfM,254290903,591047,3264
47174,ytfN,254290904,591047,3264
47175,ytfP,387825443,591047,3264
47178,ytfR,254290907,591048,3264
47179,ytfT,254290908,591048,3264
47180,yjfF,254290909,591048,3264
47187,treC,254290916,591049,3264
47188,treB,254290917,591049,3264
47192,pyrI,254290921,591050,3264
47193,pyrB,254290922,591050,3264
47204,valS,254290933,591051,3264
47205,holC,254290934,591051,3264
47207,yjgP,254290936,591052,3264
47208,yjgQ,254290937,591052,3264
47209,yjgR,254290938,591053,3264
47210,idnR,254290939,591053,3264
47211,idnT,254290940,591053,3264
47212,idnO,254290941,591053,3264
47213,idnD,254290942,591053,3264
47221,yjhB,254290949,591054,3264
47222,yjhC,254290950,591054,3264
47227,yis2,254290955,591056,3264
47228,yis1,254290956,591056,3264
47230,fecE,254290958,591057,3264
47231,fecD,254290959,591057,3264
47232,fecC,254290960,591057,3264
47233,fecB,254290961,591057,3264
47234,fecA,254290962,591057,3264
47235,fecR,254290963,591058,3264
47236,fecI,254290964,591058,3264
47239,insB-26,254290967,591059,3264
47240,insA-26,254290968,591059,3264
47241,sgcR,254290969,591060,3264
47242,sgcE,254290970,591060,3264
47243,sgcA,254290971,591060,3264
47244,sgcQ,254290972,591061,3264
47245,sgcC,254290973,591061,3264
47246,sgcB,254290974,591061,3264
47247,sgcX,254290975,591061,3264
47251,yjhS,254290979,591063,3264
47252,yjhT,254290980,591063,3264
47253,yjhA,254290981,591063,3264
47254,insB-27,254290982,591064,3264
47255,insA-27,254290983,591064,3264
47257,fimA,254290985,591065,3264
47258,fimI,254290986,591065,3264
47259,fimC,254290987,591065,3264
47260,fimD,254290988,591066,3264
47261,fimF,254290989,591066,3264
47262,fimG,254290990,591066,3264
47263,fimH,254290991,591066,3264
47265,uxuA,254290993,591067,3264
47266,uxuB,254290994,591067,3264
47270,yjiE,254290998,591068,3264
47271,iadA,254290999,591068,3264
47272,yjiG,254291000,591068,3264
47273,yjiH,254291001,591068,3264
47277,yjiL,254291005,591069,3264
47278,yjiM,254291006,591069,3264
47279,yjiN,254291007,591070,3264
47280,yjiO,254291008,591070,3264
47282,insA-28,254291010,591071,3264
47283,insB-28,254291011,591071,3264
47284,mcrC,254291012,591072,3264
47285,mcrB,254291013,591072,3264
47287,insB-30,254291015,591073,3264
47288,insA-30,254291016,591073,3264
47292,yjiA,254291020,591074,3264
47293,yjiX,254291021,591074,3264
47294,yjiY,254291022,591074,3264
47295,hpaC,254291023,591075,3264
47296,hpaB,254291024,591075,3264
47297,hpaA,254291025,591076,3264
47298,hpaX,254291026,591076,3264
47299,hpaI,254291027,591077,3264
47300,hpaH,254291028,591077,3264
47301,hpaF,254291029,591077,3264
47302,hpaD,254291030,591077,3264
47303,hpaE,254291031,591077,3264
47304,hpaG,254291032,591077,3264
47310,yjjA,254291038,591078,3264
47311,dnaC,254291039,591078,3264
47312,dnaT,254291040,591078,3264
47315,yjjQ,254291043,591079,3264
47316,bglJ,254291044,591079,3264
47323,holD,254291048,591080,3264
47324,rimI,254291049,591080,3264
47325,yjjG,254291050,591080,3264
47327,osmY,254291052,591081,3264
47328,ytjA,254291053,591081,3264
47329,yjjU,254291054,591081,3264
47330,yjjV,254291055,591081,3264
47331,yjjW,254291056,591082,3264
47332,yjjI,254291057,591082,3264
47334,deoA,254291059,591083,3264
47335,deoB,254291060,591083,3264
47336,deoD,254291061,591083,3264
47340,serB,254291065,591085,3264
47341,sms,254291066,591085,3264
47342,nadR,254291067,591085,3264
47349,creA,254291074,591086,3264
47350,creB,254291075,591086,3264
47351,creC,254291076,591086,3264
47352,creD,254291077,591086,3264
47356,thrL,388476124,173653,1034
47357,thrA,388476125,173653,1034
47358,thrB,388476126,173653,1034
47359,thrC,388476127,173653,1034
47361,yaaA,388476129,173654,1034
47362,yaaJ,388476130,173654,1034
47363,talB,388476131,173655,1034
47364,mog,388476132,173655,1034
47366,yaaW,388476134,173656,1034
47367,yaaI,388476135,173656,1034
47368,dnaK,388476136,173657,1034
47369,dnaJ,388476137,173657,1034
47371,mokC,388476139,173658,1034
47372,hokC,388476140,173658,1034
47374,nhaA,388476141,173659,1034
47375,nhaR,388476142,173659,1034
47376,insB,388476143,173660,1034
47377,insA,388476144,173660,1034
47379,yaaY,388476146,173661,1034
47380,ribF,388476147,173661,1034
47381,ileS,388476148,173661,1034
47382,lspA,388476149,173661,1034
47383,fkpB,388476150,173662,1034
47384,ispH,388476151,173662,1034
47385,rihC,388476152,173662,1034
47387,carA,388476154,173663,1034
47388,carB,388476155,173663,1034
47390,caiE,388476157,173664,1034
47391,caiD,388476158,173664,1034
47392,caiC,388476159,173664,1034
47393,caiB,388476160,173664,1034
47394,caiA,388476161,173665,1034
47395,caiT,388476162,173665,1034
47396,fixA,388476163,173666,1034
47397,fixB,388476164,173666,1034
47398,fixC,388476165,173666,1034
47399,fixX,388476166,173666,1034
47400,yaaU,388476167,173666,1034
47401,kefF,388476168,173667,1034
47402,kefC,388476169,173667,1034
47404,apaH,388476171,173668,1034
47405,apaG,388476172,173668,1034
47406,ksgA,388476173,173668,1034
47407,pdxA,388476174,173668,1034
47408,surA,388476175,173668,1034
47409,imp,388476176,173668,1034
47411,yabP,388476178,173669,1034
47412,yabQ,388476179,173669,1034
47413,rluA,388476180,173670,1034
47414,hepA,388476181,173670,1034
47417,araA,388476184,173671,1034
47418,araB,388476185,173671,1034
47419,araC,388476186,173672,1034
47420,yabI,388476187,173672,1034
47421,thiQ,388476188,173673,1034
47422,thiP,388476189,173673,1034
47423,tbpA,388476190,173673,1034
47427,leuD,388476193,173674,1034
47428,leuC,388476194,173674,1034
47429,leuB,388476195,173674,1034
47430,leuA,388476196,173674,1034
47433,ilvI,388476199,173675,1034
47434,ilvH,388476200,173675,1034
47436,mraZ,388476202,173676,1034
47437,mraW,388476203,173676,1034
47438,ftsL,388476204,173676,1034
47439,ftsI,388476205,173676,1034
47440,murE,388476206,173676,1034
47441,murF,388476207,173676,1034
47442,mraY,388476208,173676,1034
47443,murD,388476209,173676,1034
47444,ftsW,388476210,173676,1034
47445,murG,388476211,173676,1034
47446,murC,388476212,173676,1034
47447,ddlB,388476213,173676,1034
47448,ftsQ,388476214,173676,1034
47449,ftsA,388476215,173676,1034
47450,ftsZ,388476216,173676,1034
47452,secM,388476218,173677,1034
47453,secA,388476219,173677,1034
47455,yacG,388476221,173678,1034
47456,yacF,388476222,173678,1034
47457,coaE,388476223,173678,1034
47459,hofC,388476225,173679,1034
47460,hofB,388476226,173679,1034
47461,ppdD,388476227,173679,1034
47463,ampD,388476229,173680,1034
47464,ampE,388476230,173680,1034
47467,aceE,388476233,173681,1034
47468,aceF,388476234,173681,1034
47473,speD,388476239,173682,1034
47474,speE,388476240,173682,1034
47480,yadG,388476246,173683,1034
47481,yadH,388476247,173683,1034
47486,panC,388476252,173684,1034
47487,panB,388476253,173684,1034
47488,yadC,388476254,173685,1034
47489,yadK,388476255,173685,1034
47490,yadL,388476256,173685,1034
47491,yadM,388476257,173685,1034
47492,htrE,388476258,173685,1034
47493,ecpD,388476259,173685,1034
47495,folK,388476261,173686,1034
47496,pcnB,388476262,173686,1034
47497,yadB,388476263,173686,1034
47498,dksA,388476264,173686,1034
47499,sfsA,388476265,173687,1034
47500,ligT,388476266,173687,1034
47503,fhuA,388476269,173688,1034
47504,fhuC,388476270,173688,1034
47505,fhuD,388476271,173688,1034
47506,fhuB,388476272,173688,1034
47508,clcA,388476274,173689,1034
47509,yadR,388476275,173689,1034
47510,yadS,388476276,173690,1034
47511,btuF,388476277,173690,1034
47512,pfs,388476278,173690,1034
47518,dapD,388476284,173691,1034
47519,glnD,388476285,173691,1034
47520,map,388476286,173691,1034
47523,tsf,388476288,173692,1034
47524,pyrH,388476289,173692,1034
47525,frr,388476290,173693,1034
47526,dxr,388476291,173693,1034
47527,ispU,388476292,173694,1034
47528,cdsA,388476293,173694,1034
47529,yaeL,388476294,173694,1034
47530,yaeT,388476295,173694,1034
47531,hlpA,388476296,173695,1034
47532,lpxD,388476297,173695,1034
47533,fabZ,388476298,173695,1034
47534,lpxA,388476299,173695,1034
47535,lpxB,388476300,173695,1034
47536,rnhB,388476301,173695,1034
47537,dnaE,388476302,173695,1034
47538,accA,388476303,173695,1034
47539,ldcC,388476304,173696,1034
47540,yaeR,388476305,173696,1034
47541,tilS,388476306,173696,1034
47542,rof,388476307,173697,1034
47543,yaeP,388476308,173697,1034
47544,yaeQ,388476309,173698,1034
47545,yaeJ,388476310,173698,1034
47546,nlpE,388476311,173698,1034
47549,yaeB,388476314,173699,1034
47550,rcsF,388476315,173699,1034
47551,metQ,388476316,173700,1034
47552,metI,388476317,173700,1034
47553,metN,388476318,173700,1034
47563,yafD,388476322,173701,1034
47564,yafE,388476323,173701,1034
47565,mltD,388476324,173702,1034
47566,gloB,388476325,173702,1034
47580,yafQ,388476338,173703,1034
47581,dinJ,388476339,173703,1034
47584,dinB,388476342,173704,1034
47585,yafN,388476343,173704,1034
47586,yafO,388476344,173704,1034
47587,yafP,388476345,173704,1034
47588,ykfJ,388476346,173705,1034
47589,prfH,388476347,173705,1034
47592,frsA,388476350,173706,1034
47593,crl,388476351,173706,1034
47595,proB,388476353,173707,1034
47596,proA,388476354,173707,1034
47598,ykfI,388476355,173708,1034
47599,yafW,388476356,173708,1034
47600,ykfH,388476357,173708,1034
47601,ykfG,388476358,173708,1034
47602,yafX,388476359,173708,1034
47604,ykfB,388476361,173709,1034
47605,yafY,388476362,173709,1034
47606,yafZ,388476363,173710,1034
47607,ykfA,388476364,173710,1034
47609,insN,388476366,173711,1034
47610,insI,388476367,173711,1034
47611,insO,388476368,173711,1034
47614,mmuP,388476371,173712,1034
47615,mmuM,388476372,173712,1034
47616,afuC,388476373,173713,1034
47617,afuB,388476374,173713,1034
47618,insB,388476375,173713,1034
47619,insA,388476376,173713,1034
47620,ykgN,388476377,173714,1034
47621,yagB,388476378,173714,1034
47623,yagE,388476380,173715,1034
47624,yagF,388476381,173715,1034
47625,yagG,388476382,173716,1034
47626,yagH,388476383,173716,1034
47629,insB,388476386,173717,1034
47630,insA,388476387,173717,1034
47633,yagL,388476390,173718,1034
47634,yagM,388476391,173718,1034
47637,yagP,388476394,173719,1034
47638,yagQ,388476395,173719,1034
47639,yagR,388476396,173719,1034
47640,yagS,388476397,173719,1034
47641,yagT,388476398,173719,1034
47644,yagV,388476401,173720,1034
47645,yagW,388476402,173720,1034
47646,yagX,388476403,173720,1034
47647,yagY,388476404,173720,1034
47648,yagZ,388476405,173720,1034
47649,ykgK,388476406,173720,1034
47653,eaeH,388476408,173722,1034
47654,insE,388476409,173722,1034
47655,insF,388476410,173722,1034
47657,ykgB,388476412,173723,1034
47658,ykgI,388476413,173723,1034
47661,ykgE,388476416,173724,1034
47662,ykgF,388476417,173724,1034
47663,ykgG,388476418,173724,1034
47665,betA,388476420,173725,1034
47666,betB,388476421,173725,1034
47667,betI,388476422,173725,1034
47672,yahD,388476427,173726,1034
47673,yahE,388476428,173726,1034
47674,yahF,388476429,173726,1034
47675,yahG,388476430,173726,1034
47676,yahH,388476431,173726,1034
47677,yahI,388476432,173727,1034
47678,yahJ,388476433,173727,1034
47686,prpC,388476441,173728,1034
47687,prpD,388476442,173728,1034
47688,prpE,388476443,173728,1034
47689,codB,388476444,173729,1034
47690,codA,388476445,173729,1034
47692,cynT,388476447,173730,1034
47693,cynS,388476448,173730,1034
47694,cynX,388476449,173730,1034
47695,lacA,388476450,173731,1034
47696,lacY,388476451,173731,1034
47697,lacZ,388476452,173731,1034
47698,lacI,388476453,173732,1034
47699,mhpR,388476454,173732,1034
47700,mhpA,388476455,173733,1034
47701,mhpB,388476456,173733,1034
47702,mhpC,388476457,173733,1034
47703,mhpD,388476458,173733,1034
47704,mhpF,388476459,173733,1034
47705,mhpE,388476460,173733,1034
47708,frmB,388476463,173734,1034
47709,frmA,388476464,173734,1034
47710,frmR,388476465,173734,1034
47712,insC,388476467,173735,1034
47713,insD,388476468,173735,1034
47714,yaiF,388476469,173736,1034
47715,yaiP,388476470,173736,1034
47717,tauA,388476472,173737,1034
47718,tauB,388476473,173737,1034
47719,tauC,388476474,173737,1034
47720,tauD,388476475,173737,1034
47724,insF,388476479,173738,1034
47725,insE,388476480,173738,1034
47726,yaiU,388476481,173739,1034
47727,yaiV,388476482,173739,1034
47729,sbmA,388476484,173740,1034
47730,yaiW,388476485,173740,1034
47740,aroL,388476495,173741,1034
47741,yaiA,388476496,173741,1034
47742,aroM,388476497,173742,1034
47743,yaiE,388476498,173742,1034
47748,sbcC,388476503,173743,1034
47749,sbcD,388476504,173743,1034
47750,phoB,388476505,173744,1034
47751,phoR,388476506,173744,1034
47752,brnQ,388476507,173745,1034
47753,proY,388476508,173745,1034
47756,queA,388476511,173746,1034
47757,tgt,388476512,173746,1034
47758,yajC,388476513,173746,1034
47759,secD,388476514,173746,1034
47760,secF,388476515,173746,1034
47764,ybaD,388476519,173747,1034
47765,ribD,388476520,173747,1034
47766,ribE,388476521,173747,1034
47767,nusB,388476522,173747,1034
47768,thiL,388476523,173748,1034
47769,pgpA,388476524,173748,1034
47771,dxs,388476526,173749,1034
47772,ispA,388476527,173749,1034
47773,xseB,388476528,173749,1034
47775,yajL,388476530,173750,1034
47776,panE,388476531,173750,1034
47779,cyoE,388476534,173751,1034
47780,cyoD,388476535,173751,1034
47781,cyoC,388476536,173751,1034
47782,cyoB,388476537,173751,1034
47783,cyoA,388476538,173751,1034
47784,ampG,388476539,173752,1034
47785,yajG,388476540,173752,1034
47788,clpP,388476543,173753,1034
47789,clpX,388476544,173753,1034
47795,ybaX,388476550,173754,1034
47796,ybaE,388476551,173754,1034
47798,ybaO,388476553,173755,1034
47799,mdlA,388476554,173755,1034
47800,mdlB,388476555,173755,1034
47801,glnK,388476556,173756,1034
47802,amtB,388476557,173756,1034
47811,hha,388476565,173757,1034
47812,ybaJ,388476566,173757,1034
47813,acrB,388476567,173758,1034
47814,acrA,388476568,173758,1034
47817,ybaM,388476571,173759,1034
47818,priC,388476572,173759,1034
47820,apt,388476574,173760,1034
47821,dnaX,388476575,173760,1034
47822,ybaB,388476576,173760,1034
47823,recR,388476577,173760,1034
47836,ybaS,388476590,173761,1034
47837,ybaT,388476591,173761,1034
47839,ybbJ,388476593,173762,1034
47840,ybbK,388476594,173762,1034
47841,ybbL,388476595,173763,1034
47842,ybbM,388476596,173763,1034
47843,ybbN,388476597,173764,1034
47844,ybbO,388476598,173764,1034
47845,tesA,388476599,173764,1034
47846,ybbA,388476600,173765,1034
47847,ybbP,388476601,173765,1034
47849,ybbC,388476603,173766,1034
47850,ylbH,388476604,173766,1034
47851,ybbD,388476605,173766,1034
47853,ybbB,388476607,173767,1034
47854,ybbS,388476608,173767,1034
47855,allA,388476609,173768,1034
47856,allR,388476610,173768,1034
47857,gcl,388476611,173769,1034
47858,hyi,388476612,173769,1034
47859,glxR,388476613,173770,1034
47860,ybbV,388476614,173770,1034
47861,ybbW,388476615,173770,1034
47862,allB,388476616,173770,1034
47863,ybbY,388476617,173770,1034
47864,glxK,388476618,173770,1034
47865,ylbA,388476619,173771,1034
47866,allC,388476620,173771,1034
47867,allD,388476621,173771,1034
47869,ylbF,388476623,173772,1034
47870,ybcF,388476624,173772,1034
47871,purK,388476625,173773,1034
47872,purE,388476626,173773,1034
47873,lpxH,388476627,173773,1034
47874,ppiB,388476628,173773,1034
47877,ybcJ,388476631,173774,1034
47878,folD,388476632,173774,1034
47880,sfmC,388476634,173775,1034
47881,sfmD,388476635,173775,1034
47882,sfmH,388476636,173775,1034
47883,sfmF,388476637,173775,1034
47888,insE,388476641,173776,1034
47889,insF,388476642,173776,1034
47890,renD,388476643,173776,1034
47891,emrE,388476644,173776,1034
47893,ybcL,388476646,173777,1034
47894,ybcM,388476647,173777,1034
47895,ybcN,388476648,173778,1034
47896,ninE,388476649,173778,1034
47897,ybcO,388476650,173778,1034
47898,rusA,388476651,173778,1034
47899,ylcG,388476652,173778,1034
47902,essD,388476655,173779,1034
47903,ybcS,388476656,173779,1034
47904,rzpD,388476657,173779,1034
47905,rzoD,388476658,173779,1034
47915,ybcH,388476668,173780,1034
47916,nfrA,388476669,173780,1034
47917,nfrB,388476670,173780,1034
47918,cusS,388476671,173781,1034
47919,cusR,388476672,173781,1034
47921,cusF,388476674,173782,1034
47922,cusB,388476675,173782,1034
47923,cusA,388476676,173782,1034
47924,pheP,388476677,173782,1034
47927,ybdF,388476680,173783,1034
47928,ybdJ,388476681,173783,1034
47929,ybdK,388476682,173783,1034
47934,fes,388476687,173784,1034
47935,ybdZ,388476688,173784,1034
47936,entF,388476689,173784,1034
47938,fepC,388476691,173785,1034
47939,fepG,388476692,173785,1034
47940,fepD,388476693,173785,1034
47943,entC,388476696,173786,1034
47944,entE,388476697,173786,1034
47945,entB,388476698,173786,1034
47946,entA,388476699,173786,1034
47947,ybdB,388476700,173786,1034
47952,ybdM,388476705,173787,1034
47953,ybdN,388476706,173787,1034
47962,citT,388476715,173788,1034
47963,citG,388476716,173788,1034
47964,citX,388476717,173788,1034
47965,citF,388476718,173788,1034
47966,citE,388476719,173788,1034
47967,citD,388476720,173788,1034
47968,citC,388476721,173788,1034
47969,citA,388476722,173789,1034
47970,citB,388476723,173789,1034
47975,ybeH,388476728,173790,1034
47976,ybeM,388476729,173790,1034
47980,lipB,388476733,173791,1034
47981,ybeD,388476734,173791,1034
47983,rlpA,388476736,173792,1034
47984,mrdB,388476737,173792,1034
47985,mrdA,388476738,173792,1034
47986,ybeA,388476739,173792,1034
47987,ybeB,388476740,173792,1034
47988,cobC,388476741,173793,1034
47989,nadD,388476742,173793,1034
47990,holA,388476743,173793,1034
47991,rlpB,388476744,173793,1034
47992,leuS,388476745,173793,1034
47995,ybeR,388476748,173794,1034
47996,djlB,388476749,173794,1034
47998,ybeU,388476751,173795,1034
47999,djlC,388476752,173795,1034
48001,rihA,388476754,173796,1034
48002,gltL,388476755,173796,1034
48003,gltK,388476756,173796,1034
48004,gltJ,388476757,173796,1034
48007,lnt,388476760,173797,1034
48008,ybeX,388476761,173797,1034
48009,ybeY,388476762,173797,1034
48010,ybeZ,388476763,173797,1034
48021,nagD,388476767,173798,1034
48022,nagC,388476768,173798,1034
48023,nagA,388476769,173798,1034
48024,nagB,388476770,173798,1034
48027,ybfM,388476773,173799,1034
48028,ybfN,388476774,173799,1034
48033,seqA,388476779,173800,1034
48034,pgm,388476780,173800,1034
48036,ybfG,388476782,173801,1034
48037,ybfH,388476783,173801,1034
48038,potE,388476784,173802,1034
48039,speF,388476785,173802,1034
48040,kdpE,388476786,173803,1034
48041,kdpD,388476787,173803,1034
48042,kdpC,388476788,173803,1034
48043,kdpB,388476789,173803,1034
48044,kdpA,388476790,173803,1034
48045,kdpF,388476791,173803,1034
48047,rhsC,388476793,173804,1034
48048,ybfB,388476794,173804,1034
48049,ybfO,388476795,173805,1034
48050,ybfC,388476796,173805,1034
48053,ybgA,388476799,173806,1034
48054,phr,388476800,173806,1034
48056,ybgI,388476802,173807,1034
48057,ybgJ,388476803,173807,1034
48058,ybgK,388476804,173807,1034
48059,ybgL,388476805,173807,1034
48060,nei,388476806,173807,1034
48062,ybgO,388476808,173808,1034
48063,ybgP,388476809,173808,1034
48064,ybgQ,388476810,173808,1034
48065,ybgD,388476811,173808,1034
48067,sdhC,388476813,173809,1034
48068,sdhD,388476814,173809,1034
48069,sdhA,388476815,173809,1034
48070,sdhB,388476816,173809,1034
48071,sucA,388476817,173810,1034
48072,sucB,388476818,173810,1034
48073,sucC,388476819,173811,1034
48074,sucD,388476820,173811,1034
48076,mngA,388476822,173812,1034
48077,mngB,388476823,173812,1034
48078,cydA,388476824,173813,1034
48079,cydB,388476825,173813,1034
48080,ybgT,388476826,173813,1034
48081,ybgE,388476827,173813,1034
48082,ybgC,388476828,173814,1034
48083,tolQ,388476829,173814,1034
48084,tolR,388476830,173814,1034
48085,tolA,388476831,173814,1034
48086,tolB,388476832,173815,1034
48087,pal,388476833,173815,1034
48088,ybgF,388476834,173815,1034
48096,nadA,388476835,173816,1034
48097,pnuC,388476836,173816,1034
48102,galM,388476841,173817,1034
